grupo estudio,year,universidad,titulo
Educación,2015,UNIV.DE LOS ANDES,THE IMPACT OF IMPROVING THE QUALITY OF TEACHING AND LEARNING IN A DENTAL SCHOOL THROUGH CONSTRUCTIVE ALIGNMENT ON STUDENTS´ AND TEACHERS´ ACADEMIC EXPERIENCES
Educación,2015,UNIV.DE LA FRONTERA,"DEJANDO ATRÁS LOS MODELOS CENTRADOS EN EL DÉFICIT: DESARROLLO DE UN MODELO ESTRUCTURAL PARA EXPLICAR EL CLIMA SOCIAL ESCOLAR. EL ROL DEL INDIVIDUO, LA FAMILIA, LA COMUNIDAD Y LOS VALORES DESDE UN ENFOQUE DE DESARROLLO POSITIVO ADOLESCENTE."
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,"PRÁCTICAS EFECTIVAS DE PROFESORES DESTACADOS Y COMPETENTES EN LA ENSEÑANZA DE HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES"
Educación,2015,UNIV.DE CONCEPCION,"LOGROS EN MATEMÁTICA: MODELANDO LA COMPLEJA INTERACCIÓN DE FACTORES DE LA CONVIVENCIA ESCOLAR, DISPOSICIÓN EMOCIONAL, DISPONIBILIDAD LÉXICA MATEMÁTICA Y NIVELES DE INTELIGENCIA LÓGICA EN ESTABLECIMIENTOS DE ALTA VULNERABILIDAD"
Educación,2015,UNIV.DE CHILE,"VULNERABLE STUDENTS WITH HIGH READING PERFORMANCE: A STUDY OF INDIVIDUAL, FAMILY AND SCHOOLS TO DETERMINE THE CONDITION OF RESILIENT"
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,SELF-REGULATED LEARNING STRATEGIES IN MOOC-BASED ENVIRONMENTS
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,PROFESIONALIZACIÓN DE LA CARRERA ACADÉMICA: ANÁLISIS DE LAS NORMAS Y CONTEXTO INSTITUCIONAL EN UNIVERSIDADES CON INVESTIGACIÓN EN CHILE.
Educación,2015,UNIV.DE SANTIAGO DE CHILE,TRAYECTORIAS EDUCATIVAS Y SABERES SOCIALMENTE PRODUCIDOS QUE DESPLIEGAN MUJERES INMIGRANTES EN LOS PROCESOS DE INCLUSIÓN EN LA REGIÓN METROPOLITANA DE CHILE
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,CONOCIMIENTO MATEMÁTICO PARA LA ENSEÑANZA: EL CASO DE LA PROBABILIDAD EN EL AULA DE EDUCACIÓN BÁSICA.
Educación,2015,PONT. UNIV. CATOLICA DE CHILE,ESTÉTICA VISUAL Y CLIMA ESCOLAR: HACIA UNA COMPRENSIÓN EDUCATIVA DEL ENTORNO ESCOLAR.
Educación,2015,UNIV.CATOLICA DE LA STMA. CONCEPCION,"LA FORMACIÓN DEL PROFESORADO DE CIENCIAS EN EJERCICIO, ORIENTADA EN EL DESARROLLO PROFESIONAL DOCENTE Y LAS COMUNIDADES DE APRENDIZAJE, Y SU APORTE A LA CALIDAD DE LAS COMPETENCIAS CIENTÍFICAS ESCOLARES."
Educación,2015,UNIV.DE LA FRONTERA,"ESTRATIFICACIÓN MULTINIVEL DE PERFILES DE DESEMPEÑO ACADÉMICO, CONSIDERANDO VARIABLES DE CLIMA SOCIAL ESCOLAR Y DE CONTEXTO EN ADOLESCENTES DE ESTABLECIMIENTOS EDUCACIONALES DE LA ARAUCANÍA: INSUMOS PARA UNA EDUCACIÓN INTEGRAL DE CALIDAD."
Educación,2015,UNIV.DIEGO PORTALES,"ESTUDIO CUALITATIVO DE LAS PARADOJAS CURRICULARES DE LA PRUEBA DE SELECCIÓN UNIVERSITARIA DE HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES"
Educación,2015,UNIV.DE CHILE,¿QUÉ HACEN LOS MEJORES PROFESORES UNIVERSITARIOS EN CLASES MASIVAS?: UN ESTUDIO DE CASOS MÚLTIPLES
Educación,2015,PONT. UNIV. CATOLICA DE VALPARAISO,ORIENTACIONES PARA EL DISEÑO E IMPLEMENTACIÓN DE UN PROGRAMA ESCOLAR DE ACOGIDA PARA LA ESCOLARIZACIÓN DE ALUMNADO INMIGRANTE EN ESCUELAS CHILENAS.
Educación,2015,UNIV.DE SANTIAGO DE CHILE,CREENCIAS DEL PROFESORADO ACERCA DE LA FORMULACIÓN DE PREGUNTAS EN LAS CLASES DE CIENCIAS Y CÓMO LAS USA EN EL DISCURSO PARA DESARROLLAR EL PENSAMIENTO CIENTÍFICO DEL ESTUDIANTADO.
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,MENTALIZACIÓN DE APODERADOS Y PERSONAL EDUCATIVO Y SU RELACIÓN CON COMPETENCIAS SOCIOEMOCIONALES Y LINGÜÍSTICAS DE NIÑOS(AS) DE 12 Y 30 MESES QUE ASISTEN A SALA CUNA
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,CARACTERIZACIÓN DEL DESARROLLO PROFESIONAL DE PROFESORES DE CIENCIAS EN LA APROPIACIÓN DE UN MODELO DIDÁCTICO CON ELEMENTOS DE INDAGACIÓN PARA PROMOVER EL DESARROLLO DE LAS COMPETENCIAS CIENTÍFICAS EN LOS ESTUDIANTES CHILENOS
Educación,2016,UNIV.DE TALCA,"CARACTERIZACIÓN DE LAS PRÁCTICAS INSTRUCCIONALES DE LA ENSEÑANZA DE LA COMPRENSIÓN DE TEXTOS, EN SEGUNDO CICLO DE ENSEÑANZA GENERAL BÁSICA Y ENSEÑANZA MEDIA, A PARTIR DE LA EVIDENCIA AUDIOVISUAL DE LA EVALUACIÓN DOCENTE."
Educación,2016,PONT. UNIV. CATOLICA DE VALPARAISO,EL SENTIDO DE LO COMÚN: DE LAS REDES SOCIALES A LAS REDES VIRTUALES EN EDUCACIÓN.
Educación,2016,UNIV.CATOLICA DE TEMUCO,HISTORIA Y MEMORIA DE LA ESCUELA MONOCULTURAL EN LA ARAUCANÍA (SIGLOS XIX Y XX): DISPOSITIVOS DE SABER-PODER EJERCIDOS POR EL ESTADO CHILENO HACIA LA SOCIEDAD MAPUCHE
Educación,2016,UNIV.DE LA FRONTERA,FACTORES PROTECTORES Y DE RIESGO ASOCIADOS A LA RESILIENCIA SOCIOEDUCATIVA EN ESTUDIANTES VULNERABLES DE CUARTO Y OCTAVO AÑO DE ENSEÑANZA BÁSICA: UN MODELO MULTIDIMENSIONAL EXPLICATIVO DE LAS TRAYECTORIAS DE EVOLUCIÓN DEL RENDIMIENTO ESCOLAR EN CHILE
Educación,2016,UNIV.DE CHILE,LA RECONTEXTUALIZACIÓN DE LAS POLÍTICAS DE RENDICIÓN DE CUENTAS Y DE MERCADO EN ESCUELAS PÚBLICAS VULNERABLES DE LA REGIÓN METROPOLITANA: UN ESTUDIO ETNOGRÁFICO
Educación,2016,UNIV.DE CHILE,EFECTOS DE LA ENSEÑANZA EXPLÍCITA Y CONTEXTUALIZADA DE LA GRAMÁTICA Y EL LÉXICO EN LA CALIDAD DE LA ESCRITURA DE ESTUDIANTES DE 6° BÁSICO
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,ENSEÑAR A DESARROLLAR EL LENGUAJE A TRAVÉS DE CONVERSACIONES EN EL AULA PREESCOLAR: UN ESTUDIO EXPERIMENTAL EN EDUCADORAS EN FORMACIÓN
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,"ENSAYOS Y TENTATIVAS EN LA CONSTRUCCIÓN DE LA AUTORIDAD PEDAGÓGICA EN PROFESORES PRINCIPIANTES DE ENSEÑANZA MEDIA: SIGNIFICADOS, PROCESOS, DIFICULTADES Y LOGROS DURANTE LOS PRIMEROS AÑOS DE EJERCICIO PROFESIONAL."
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,"EL PROBLEMA DE NOMBRAR: CURRICULUM, CONOCIMIENTO Y CONSTRUCCIÓN DE LA DIFERENCIA EN ESCUELAS CHILENAS"
Educación,2016,UNIV.ANDRES BELLO,MAXIMIZING THE EFFECTIVENESS OF PEER INTERACTION ON SECOND LANGUAGE LEARNING: A SERIES OF PEDAGOGICAL INTERVENTIONS
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,EL ROL DE LA INFORMACIÓN EN LA TOMA DE DECISIONES DE ALUMNOS EN TRANSICIÓN A LA EDUCACIÓN SUPERIOR.
Educación,2016,UNIV.DE TARAPACA,"PRÁCTICAS PEDAGÓGICAS Y PROCESOS DE EXCLUSIÓN E INCLUSIÓN EN ESTUDIANTES MIGRANTES, DE PUEBLOS ORIGINARIOS Y CHILENOS EN LAS ESCUELAS DE LA REGIÓN DE ARICA Y PARINACOTA."
Educación,2016,UNIVERSIDAD DE O'HIGGINS,APROVECHANDO EL PODER PREDICTIVO DE LAS COMPETENCIAS MATEMÁTICAS TEMPRANAS: DISEÑO Y VALIDACIÓN DE UN PROGRAMA DE ENRIQUECIMIENTO MATEMÁTICO PARA EL CICLO INICIAL BASADO EN EL MÉTODO ABIERTO BASADO EN NÚMEROS Y RESOLUCIÓN DE PROBLEMAS (M
Educación,2016,UNIV.DE CHILE,"PEDAGOGICAL PRACTICES TO ACQUIRE ""21ST CENTURY ICT SKILLS"" USING MICROBLOGGING AND GEOCOLLABORATION SUPPORTED BY MOBILE APPLICATIONS"
Educación,2016,UNIV.CATOLICA DE LA STMA. CONCEPCION,IDENTIFICACIÓN DE FACTORES EXPLICATIVOS EN LA APARICIÓN DE LA COMORBILIDAD ENTRE LAS DIFICULTADES ESPECÍFICAS DE APRENDIZAJE EN LECTURA Y LAS DIFICULTADES ESPECÍFICAS DE APRENDIZAJE EN MATEMÁTICAS DESDE UNA PERSPECTIVA LONGITUDINAL.
Educación,2016,PONT. UNIV. CATOLICA DE VALPARAISO,RECONOCIENDO Y POTENCIANDO PRÁCTICAS INCLUSIVAS EN EDUCACIÓN RURAL
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,INTEGRANDO LEARNING ANALYTICS Y LA EXPERIENCIA DE APRENDIZAJE DE ESTUDIANTES UNIVERSITARIOS DE PRIMER AÑO PARA MEJORAR SUS PROCESOS Y RESULTADOS DE APRENDIZAJE
Educación,2016,UNIV.DIEGO PORTALES,"FACTORES QUE INCIDEN EN EL DESARROLLO DE UNA OFERTA EDUCATIVA PARA ATENDER LA CONTINUIDAD EDUCATIVA DE NIÑOS, NIÑAS Y ADOLESCENTES QUE ESTÁN FUERA DEL SISTEMA ESCOLAR FORMAL Y QUE SON ATENDIDOS POR LAS ""ESCUELAS DE SEGUNDA OPORTUNIDAD""."
Educación,2016,PONT. UNIV. CATOLICA DE VALPARAISO,CONCEPCIONES Y PRÁCTICAS DE RETROALIMENTACIÓN DE PROFESORES Y ESTUDIANTES DE PEDAGOGÍA BÁSICA. RELACIONES CON SU APROVECHAMIENTO PEDAGÓGICO.
Educación,2016,UNIV.DE CONCEPCION,PRÁCTICAS DOCENTES PARA REGULAR EL AMBIENTE EDUCATIVO IMPLEMENTADAS EN CARRERAS DE LA SALUD DE CHILE
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,"ANÁLISIS, MODELAMIENTO Y TRANSFERENCIA DE PRÁCTICAS SITUADAS EN CONTEXTO ORGANIZACIONAL A TRAVÉS DE SIMULACIONES EN LA TOMA DE DECISIONES DE DIRECTIVOS Y LÍDERES ESCOLARES"
Educación,2016,PROG.INTERDISCIPLINARIO INVEST.EN EDUC.,"INCLUSIÓN Y PROCESOS DE ESCOLARIZACIÓN EN NIÑOS, NIÑAS Y ADOLESCENTES MIGRANTES QUE ASISTEN A ESTABLECIMIENTOS DE EDUCACIÓN BÁSICA"
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,"MOVILIDAD DE CREENCIAS A TRAVÉS DE METÁFORAS TRIDIMENSIONALES CON PIEZAS LEGO©, MEDIADAS EN UNA PLATAFORMA DE APRENDIZAJE COLABORATIVO"
Educación,2016,UNIV.ALBERTO HURTADO,DESARROLLO DEL PCK EN PROFESORES DE EDUCACIÓN BÁSICA EN FORMACIÓN: LA CLAVE PARA LA ALFABETIZACIÓN EN CIENCIAS DE LA TIERRA
Educación,2016,UNIV.DEL BIO-BIO,ANSIEDAD ESCOLAR Y SU RELACIÓN CON VARIABLES PSICOEDUCATIVAS. EFICACIA DE UN PROGRAMA PREVENTIVO-EDUCATIVO
Educación,2016,UNIV.DEL BIO-BIO,"REPRESENTACIONES SOCIALES DE LA RELACIÓN FAMILIA-ESCUELA DESDE LA FORMACIÓN INICIAL DOCENTE: CONTENIDOS, FUENTES Y AGENTES QUE LAS CONFIGURAN."
Educación,2016,UNIV.CATOLICA DE TEMUCO,"POSIBILIDADES DEL MODELO ""SPORT EDUCATION"" SOBRE LA CONVIVENCIA ESCOLAR Y EL APRENDIZAJE DEPORTIVO: ANÁLISIS EN EL CONTEXTO EDUCATIVO DE LA IX REGIÓN"
Educación,2016,UNIV.AUTONOMA DE CHILE,LITERATURA ESCOLAR Y CONSTRUCCIÓN DE IDENTIDADES CULTURALES EN LA REGIÓN DE LA ARAUCANÍA
Educación,2016,UNIV.DE LOS ANDES,MODELO BLENDING: B-LEARNING MEDIADO POR TIC PARA LA EVALUACIÓN FORMATIVA Y EL APRENDIZAJE AUTORREGULADO EN LA EDUCACIÓN EN INGENIERÍA
Educación,2016,UNIV.DIEGO PORTALES,A STUDY OF AN ITEM RESPONSE THEORY MODEL WITH GUESSING: THE 1PL-G MODEL
Educación,2016,UNIV.AUTONOMA DE CHILE,"COMUNIDADES PROFESIONALES DE APRENDIZAJE ENTRE EDUCADORAS DE PÁRVULOS ORIENTADAS A IMPLEMENTAR INTERACCIONES DE CALIDAD CON LOS NIÑOS: ANÁLISIS DE LAS DINÁMICAS, FACTORES CONTEXTUALES Y APRENDIZAJE PROFESIONAL"
Educación,2016,UNIV.DE CHILE,INSTITUTIONAL AND SOCIAL INFLUENCES IN THE TEACHING OF MATHEMATICS IN OPEN-ACCESS INSTITUTIONS OF HIGHER EDUCATION
Educación,2016,PONT. UNIV. CATOLICA DE VALPARAISO,PROYECTO COGNI-ACCION: ACTIVIDAD FÍSICA COMO MEDIADOR DEL DESARROLLO COGNITIVO EN ESCOLARES.
Educación,2016,UNIV.DE LA FRONTERA,"ESTUDIO DE DETERMINANTES DE LA INTERACCIÓN PROFESOR-ALUMNO, CONTEXTO DE LA CLASE Y NIVELES DE ACTIVIDAD FÍSICA EN CLASES DE EDUCACIÓN FÍSICA Y SALUD MEDIDOS OBJETIVAMENTE EN ESTABLECIMIENTOS DE LA COMUNA DE TEMUCO"
Educación,2016,PONT. UNIV. CATOLICA DE CHILE,"CONSTRUIR, APRENDER Y COMPARTIR UN LUGAR: EL DESAFÍO DE LA EDUCACIÓN INTERCULTURAL BILINGÜE PARA JARDINES INFANTILES Y COMUNIDADES MAPUCHE EN LA REGIÓN DE LA ARAUCANÍA"
Educación,2017,UNIV.DE VALPARAISO,"EL MAPA ESCOLAR COMO ""EPISTEMICIDIO"" DE LO EDUCATIVO: COMPRENSIÓN DE LA ESCUELA DESDE LOS MÁRGENES"
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,CONCEPCIONES SOBRE LA LECTURA Y SU FOMENTO DE PROFESORES DE EDUCACIÓN BÁSICA EN EJERCICIO Y SUS ESTUDIANTES ¿CÓMO INCIDEN EN LAS PRÁCTICAS DOCENTES?: ANÁLISIS DE UNA RELACIÓN SIGNIFICATIVA PARA EL DESARROLLO DE LECTURA EN LA ESCUELA
Educación,2017,UNIV.DIEGO PORTALES,VIOLENCIA VERBAL EN LA ESCUELA: ETNOGRAFÍA DE LA INTERACCIÓN ENTRE ACTORES ESCOLARES
Educación,2017,UNIV.DE LA FRONTERA,"TRANSICIÓN ACADÉMICA ENTRE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA. HACIA LA COMPRENSIÓN PROFUNDA DE UN NUDO CRÍTICO EN EL SISTEMA EDUCACIONAL CHILENO, EN VISTAS A SU SUPERACIÓN."
Educación,2017,UNIV.DE LA FRONTERA,APRENDER EN LA ESCUELA Y APRENDER EN LA CASA: APRENDIZAJE CULTURAL Y PROCESOS SOCIOCOGNITIVOS EN ESCOLARES MAPUCHE DE LA REGIÓN DE LA ARAUCANÍA.
Educación,2017,UNIV.DE TALCA,LOS EFECTOS DEL PROGRAMA DE INTERVENCIÓN EN EL AULA SOBRE LOS APRENDIZAJES ESPERADOS EN EDUCACIÓN BÁSICA
Educación,2017,UNIV.DE CHILE,MEDIDA DE GRATUIDAD EN EL CONTEXTO DE LA REFORMA DE LA EDUCACIÓN SUPERIOR EN CHILE: DISCURSOS HETEROGÉNEOS Y PROYECCIONES A FUTURO.
Educación,2017,UNIV.ALBERTO HURTADO,LA ARGUMENTACIÓN ENTRE PARES Y EL DESARROLLO DEL CONOCIMIENTO CIENTÍFICO: EVIDENCIA CAUSAL ACERCA DEL EFECTO Y FACTORES MEDIADORES.
Educación,2017,UNIV.DE CONCEPCION,DIVERSIDAD E INCLUSIÓN EDUCATIVA EN CARRERAS DE LA SALUD EN UNIVERSIDADES CHILENAS
Educación,2017,UNIV.DE CHILE,"INTERVENCIÓN EN CONCIENCIA FONOLÓGICA, LÉXICO Y GRAMÁTICA PARA APOYAR LA COMPRENSIÓN LECTORA DE NIÑOS CON RIESGO LECTOR."
Educación,2017,UNIV.CATOLICA DEL MAULE,"COMPRENDIENDO LA RELACIÓN DEL PROFESOR EN FORMACIÓN CON LA LECTURA DESDE UN ENFOQUE MULTIDIMENSIONAL: HÁBITOS, CREENCIAS Y MOTIVACIÓN POR LA LECTURA DURANTE LA FORMACIÓN INICIAL DOCENTE."
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,¿CÓMO TRANSFORMAR LAS CREENCIAS EPISTEMOLÓGICAS DE DOCENTES EN FORMACIÓN? ANÁLISIS DE ESTRATEGIAS LÚDICAS BASADAS EN UNA SÍNTESIS PIAGETANO-VYGOTSKIANA
Educación,2017,UNIV.DE CHILE,CARTOGRAFÍA ANALÍTICA DE LOS PROYECTOS FORMATIVOS CON JÓVENES Y ADULTOS EN CONTEXTOS DE ENCIERRO EN LA REGIÓN METROPOLITANA
Educación,2017,UNIV.DE TARAPACA,LA CALIDAD EN LAS INSTITUCIONES DE EDUCACIÓN SUPERIOR: LA INFLUENCIA DE LOS ESTILOS DE LIDERAZGO Y LA CULTURA ACADÉMICA.
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,"¿PUEDEN LOS JÓVENES SORDOS APRENDER ESTRATEGIAS DE COMPRENSIÓN LECTORA JUGANDO? ANÁLISIS DE UNA INTERVENCIÓN BASADA EN LA COLABORACIÓN ENTRE EDUCADORES, ADULTOS SORDOS Y ACADÉMICOS."
Educación,2017,PONT. UNIV. CATOLICA DE VALPARAISO,"SISTEMA DE ANDAMIAJE - CON FOCO EN LA ARTICULACIÓN REFLEXIVA ENTRE TEORÍA Y PRÁCTICA - PARA DESARROLLAR EN LA EDUCADORA EN FORMACIÓN, UNA CAPACIDAD DE ENSEÑANZA DE LA MATEMÁTICA QUE GENERE OPORTUNIDADES DE APRENDIZAJE DE LA MATEMÁTICA EN LOS PÁRVULOS"
Educación,2017,UNIV.DE TARAPACA,ESTRATEGIAS ACADÉMICAS PARA EL NUEVO PERFIL DE ESTUDIANTES: UN ANÁLISIS DESDE LAS UNIVERSIDADES CHILENAS
Educación,2017,UNIV.DE CHILE,¿CÓMO FAMILIAS Y ESCUELAS SE APROPIAN DEL NUEVO MARCO INSTITUCIONAL QUE REGULA LA ELECCIÓN/SELECCIÓN ESCOLAR EN CHILE?
Educación,2017,PONT. UNIV. CATOLICA DE VALPARAISO,CAMBIOS EN EL ESPACIO DE TRABAJO MATEMÁTICO DE PROFESORES DEL LICEO EN EL DOMINIO DEL ANÁLISIS Y SUS IMPLICANCIAS CON LA MODELIZACIÓN.
Educación,2017,UNIV.ANDRES BELLO,PRÁCTICAS DE ENSEÑANZA DE LA ESCRITURA DE LOS DOCENTES DE SEXTO GRADO DE EDUCACIÓN BÁSICA
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,EVALUACIÓN DE LAS COMPETENCIAS PARA EL MANEJO DE TRAUMA GRAVE ADQUIRIDAS CON LA FORMACIÓN QUIRÚRGICA ACTUAL Y UTILIDAD DEL APRENDIZAJE SIMULADO PARA LA ADQUISICIÓN DE HABILIDADES FALENTES
Educación,2017,UNIV.DE VALPARAISO,POLÍTICAS PARA LA CALIDAD UNIVERSITARIA EN CHILE: ¿VIGA MAESTRA O TALÓN DE AQUILES?
Educación,2017,UNIV.DE PLAYA ANCHA CS. EDUCACION,DERECHO A LA EDUCACIÓN. ENFOQUE PARA EL ANÁLISIS DEL DISCURSO DE LA CALIDAD DE LA EDUCACIÓN EN LA POLÍTICA EDUCATIVA CHILENA (1990-2016)
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,PROGRAMA PIONERO DE ENTRENAMIENTO SIMULADO PARA LA ADQUISICIÓN DE COMPETENCIAS EN CIRUGÍA LAPAROSCÓPICA A TRAVÉS DE UNA RED EDUCACIONAL VIRTUAL EN DIFERENTES CENTROS REGIONALES DEL PAÍS.
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,ANÁLISIS DISCURSIVO DE LAS POLÍTICAS DE INVESTIGACIÓN EN EDUCACIÓN EN CHILE
Educación,2017,PONT. UNIV. CATOLICA DE VALPARAISO,"""LA CORPOREIDAD EN LA ESCUELA: UN REFLEJO DE SU ESCENCIA Y PRESENCIA EN NUESTRA SOCIEDAD"""
Educación,2017,UNIV.ALBERTO HURTADO,STRENGTHENING LEARNING QUALITY IN CHILEAN HIGHER EDUCATION THROUGH THE ELEVATED USE OF THE STUDENT VOICE AS A CATALYST FOR PEDAGOGICAL DELIBERATION
Educación,2017,UNIV.DE CHILE,EL PROCESO DE CONSTRUCCIÓN DE LA POLÍTICA EDUCACIONAL: ANÁLISIS DE TEXTOS MEDIÁTICOS Y DE POLÍTICA EDUCACIONAL PARA EL CASO DEL SIMCE
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,DEVELOPING AND ENACTING KNOWLEDGE FOR TEACHING ENGLISH IN CHILE: A STUDY OF PRE-SERVICE TEACHERS' LEARNING TRAJECTORIES THROUGHOUT THEIR PROGRESSIVE PRACTICUMS
Educación,2017,UNIV.DE LA FRONTERA,"LA COMPETENCIA MOTRIZ COMO EJE CURRICULAR DE LA ASIGNATURA DE EDUCACIÓN FÍSICA Y SALUD Y SU RELACIÓN CON LA MOTIVACIÓN, EL DISFRUTE, LAS ACTITUDES Y NIVELES DE ACTIVIDAD FÍSICA ESCOLAR"
Educación,2017,UNIV.ALBERTO HURTADO,"JUNTOS O SEPARADOS: SEGREGACIÓN DE GÉNERO EN LA EDUCACIÓN TÉCNICO PROFESIONAL, PATRONES Y FACTORES INDIVIDUALES E INSTITUCIONALES QUE LA AFECTAN"
Educación,2017,UNIV.DE SANTIAGO DE CHILE,"IMPACTO DEL APRENDIZAJE ACTIVO SOBRE LA AUTOEFICACIA Y CONOCIMIENTO DE LOS ESTUDIANTES DE ENSEÑANZA MEDIA EN FÍSICA, CON PERSPECTIVA DE GÉNERO"
Educación,2017,UNIV.CATOLICA DE TEMUCO,"LA DEFINICIÓN DE POBLACIÓN EDUCATIVA ""PRIORITARIA"" DE LA LEY NRO. 20.248 COMO INDICADOR DE VULNERABILIDAD EN EL ESTUDIO DE LA SEGREGACIÓN SOCIO-ECONÓMICA EN EL SISTEMA DE EDUCACIÓN BÁSICA CHILENA"
Educación,2017,UNIV.CATOLICA CARDENAL SILVA HENRIQUEZ,APRENDIZAJE-SERVICIO EN LA FORMACIÓN INICIAL DOCENTE: EL PROPÓSITO ESTUDIANTIL PARA LA MEJORA EDUCATIVA Y SOCIAL
Educación,2017,UNIV.DE CHILE,TENSIONES Y CONTINUIDADES DE LA CARRERA DOCENTE: TRADUCCIONES LOCALES EN PROGRAMAS DE PEDAGOGÍA
Educación,2017,PONT. UNIV. CATOLICA DE VALPARAISO,BIOPSYCHOSOCIAL RISK FACTORS ON TEACHER QUALITY OF LIFE: BASELINE FOR THE DEVELOPMENT OF RECOMMENDATIONS ON TEACHER HEALTH.
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,TRANSFORMACIONES LETRADAS: UN ESTUDIO LONGITUDINAL EN ESCRITORES DIVERSOS
Educación,2017,UNIV.DEL DESARROLLO,EL CLIMA ESCOLAR COMO UN FACTOR PROTECTOR DE CONDUCTAS DE VIOLENCIA: IDENTIFICANDO ASPECTOS CLAVES PARA ESCUELAS RESILIENTES.
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,EL LIBRO COMO OBJETO MEDIADOR DE LA COMUNICACIÓN DE LOS NIÑOS: ACCIONES EDUCATIVAS EN EL PRIMER CICLO DE EDUCACIÓN PARVULARIA.
Educación,2017,UNIV.DE CHILE,AN EXPLORATORY STUDY ABOUT PRACTITIONER NARRATIVE REPRESENTATIONS OF CLASSROOM PRACTICE FOR SCIENCE TEACHER LEARNING AND SCHOOL SCIENCE CURRICULUM DEVELOPMENT
Educación,2017,UNIV.GABRIELA MISTRAL,HACIA LA CONSTRUCCIÓN DE LA IDENTIDAD DOCENTE INICIAL: UNA APROXIMACIÓN INTERSUBJETIVA Y DIALÓGICA DESDE LA SUPERVISIÓN DE LAS PRÁCTICAS PEDAGÓGICAS
Educación,2017,UNIV.AUSTRAL DE CHILE,"ACADEMIC TRAJECTORIES OF INDIGENOUS GRADUATE STUDENTS FROM SOUTH- CENTRAL CHILE IN SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM EDUCATION)"
Educación,2017,UNIV.DE CHILE,"LA HISTORIA COMO DISCIPLINA ESCOLAR EN LA ENSEÑANZA SECUNDARIA CHILENA ENTRE 1973 Y 2016: CURRICULUM, DISCIPLINARIEDAD Y EXPERIENCIA EDUCACIONAL."
Educación,2017,UNIV.DIEGO PORTALES,¿QUÉ CARACTERÍSTICAS DE LA FORMACIÓN INICIAL SE RELACIONAN CON EL DESEMPEÑO EN AULA DE SUS EGRESADOS?: ANÁLISIS DE LA CONTRIBUCIÓN DE LOS PROGRAMAS AL DESEMPEÑO DOCENTE
Educación,2017,PONT. UNIV. CATOLICA DE CHILE,HABILIDADES SOCIO-EMOCIONALES: MODELO LONGITUDINAL Y EVALUACIÓN EXPERIMENTAL DE UNA ESTRATEGIA ESCALABLE Y DE BAJO COSTO PARA EL DESARROLLO DE MENTALIDAD DE CRECIMIENTO EN ETAPA ESCOLAR
Educación,2017,UNIV.DEL BIO-BIO,CONTEXTUALIZACIÓN Y TERRITORIALIZACIÓN DE LA GESTIÓN EDUCATIVA DE LA ESCUELA EN LA ARAUCANÍA
Educación,2018,PONT. UNIV. CATOLICA DE CHILE,"PROMOCIÓN DE MENTALIZACIÓN Y TEORÍA DE LA MENTE EN INFANCIA TEMPRANA: DISEÑO, IMPLEMENTACIÓN Y EVALUACIÓN DE UNA INTERVENCIÓN PARA PERSONAL EDUCATIVO Y APODERADOS DE NIÑOS DE 3 AÑOS QUE ASISTEN A JARDÍN INFANTIL"
Educación,2018,UNIV.CATOLICA DEL MAULE,PEDAGOGÍA DIALÓGICA ENLAZANDO MUNDOS. EXPERIENCIAS DE AULAS PARA UNA EDUCACIÓN EN JUSTICIA SOCIAL
Educación,2018,PONT. UNIV. CATOLICA DE VALPARAISO,UN ESQUEMA DE LOS CONCEPTOS BÁSICOS DEL ÁLGEBRA LINEAL: CONSTRUCCIÓN DE OBJETOS ABSTRACTOS A PARTIR DE LA INTERIORIZACIÓN DE ACCIONES CONCRETAS
Educación,2018,UNIV.DE PLAYA ANCHA CS. EDUCACION,"SOCIAL STUDIES TEACHERS, CLASSROOM DISCUSSIONS AND STUDENTS' CITIZENSHIP PARTICIPATION IN THE PUBLIC SPHERE: TEACHING THE NATIONAL INDEPENDENCE IN THE CONTEXT OF THE BICENTENNIAL"
